NAME;PSRJ;P0;P1;BINARY;PB;DIST;ASSOC;AGE;BSURF;EDOT
2016;J1708-4522;J1708-4522;1.297837;2.61E-15;*;*;23.091;*;7.87E+06;1.86E+12;4.72E+31
1580;J1529-5611;J1529-5611;0.822249;4.10E-15;*;*;3.321;*;3.18E+06;1.86E+12;2.91E+32
1333;J2208+4056;J2208+4056;0.636957;5.28E-15;*;*;0.754;GRS:[sbc+19];1.91E+06;1.86E+12;8.07E+32
1582;B1911-04;J1913-0440;0.825936;4.07E-15;*;*;4.041;*;3.22E+06;1.85E+12;2.85E+32
650;B2148+52;J2150+5247;0.332206;1.01E-14;*;*;3.61;*;5.21E+05;1.85E+12;1.09E+34
325;J1248-6344;J1248-6344;0.198335;1.69E-14;*;*;10.699;*;1.86E+05;1.85E+12;8.56E+34
2002;B1620-09;J1623-0908;1.276446;2.58E-15;*;*;1.667;*;7.84E+06;1.84E+12;4.90E+31
1898;J1745-2229;J1745-2229;1.160593;2.86E-15;*;*;15.562;*;6.44E+06;1.84E+12;7.21E+31
1258;B0402+61;J0406+6138;0.594576;5.57E-15;*;*;4.545;*;1.69E+06;1.84E+12;1.05E+33
456;J1940+2245;J1940+2245;0.258912;1.27E-14;*;*;8.081;*;3.23E+05;1.84E+12;2.89E+34
241;J1740+1000;J1740+1000;0.154087;2.15E-14;*;*;1.227;GRS:[sbc+19];1.14E+05;1.84E+12;2.32E+35
2292;J1758-2540;J1758-2540;2.107263;1.55E-15;*;*;3.41;*;2.15E+07;1.83E+12;6.56E+30
1669;B1713-40;J1717-4054;0.887719;3.70E-15;*;*;7.283;*;3.80E+06;1.83E+12;2.09E+32
253;J1019-5749;J1019-5749;0.162499;2.01E-14;*;*;10.913;*;1.28E+05;1.83E+12;1.85E+35
621;B0456-69;J0455-6951;0.320423;1.02E-14;*;*;49.7;EXGAL:LMC;4.97E+05;1.83E+12;1.23E+34
2353;J1802-3346;J1802-3346;2.461052;1.32E-15;*;*;13.672;*;2.95E+07;1.82E+12;3.50E+30
2094;J1811-4930;J1811-4930;1.432704;2.25E-15;*;*;1.447;*;1.01E+07;1.82E+12;3.03E+31
1876;B0037+56;J0040+5716;1.118225;2.88E-15;*;*;2.42;*;6.15E+06;1.82E+12;8.13E+31
1353;B1903+07;J1905+0709;0.64804;4.94E-15;*;*;4.98;*;2.08E+06;1.81E+12;7.17E+32
158;J1522-5735;J1522-5735;0.102136;3.12E-14;*;*;*;SNR:G321.9-0.3(?)[pga+13],GRS:3FGL_J1521;5.18E+04;1.81E+12;1.16E+36
1927;B2110+27;J2113+2754;1.202852;2.62E-15;*;*;1.429;*;7.27E+06;1.80E+12;5.95E+31
1644;J1929+1357;J1929+1357;0.866927;3.66E-15;*;*;4.768;*;3.75E+06;1.80E+12;2.22E+32
1248;J2008+2513;J2008+2513;0.589196;5.40E-15;*;*;4.03;*;1.73E+06;1.80E+12;1.04E+33
1164;B0450-18;J0452-1759;0.548939;5.75E-15;*;*;0.4;*;1.51E+06;1.80E+12;1.37E+33
901;J1809-2004;J1809-2004;0.434811;7.28E-15;*;*;5.228;*;9.46E+05;1.80E+12;3.50E+33
407;J1922+1733;J1922+1733;0.236171;1.34E-14;*;*;5.36;*;2.80E+05;1.80E+12;4.01E+34
2217;B1016-16;J1018-1642;1.804695;1.74E-15;*;*;25;*;1.64E+07;1.79E+12;1.17E+31
2186;J1740-2540;J1740-2540;1.692656;1.85E-15;*;*;15.056;*;1.45E+07;1.79E+12;1.51E+31
1748;B1946-25;J1949-2524;0.957617;3.27E-15;*;*;1.046;*;4.64E+06;1.79E+12;1.47E+32
235;J1817-1742;J1817-1742;0.149744;2.06E-14;*;*;*;GRS:3FGL_J1817.2-1739;1.15E+05;1.78E+12;2.42E+35
2126;J1902-0340;J1902-0340;1.524672;2.00E-15;*;*;4.049;*;1.21E+07;1.77E+12;2.23E+31
2066;J1954+4357;J1954+4357;1.387041;2.20E-15;*;*;10.092;*;9.98E+06;1.77E+12;3.26E+31
1700;B1758-03;J1801-0357;0.921493;3.31E-15;*;*;5.739;*;4.42E+06;1.77E+12;1.67E+32
749;J1626-4537;J1626-4537;0.370141;8.28E-15;*;*;4.977;*;7.08E+05;1.77E+12;6.45E+33
123;J1524-5625;J1524-5625;0.078219;3.90E-14;*;*;3.378;*;3.18E+04;1.77E+12;3.21E+36
402;B1754-24;J1757-2421;0.234106;1.30E-14;*;*;3.124;GRS:[sbc+19];2.85E+05;1.77E+12;4.00E+34
2208;B1641-68;J1646-6831;1.785613;1.70E-15;*;*;1.245;*;1.66E+07;1.76E+12;1.18E+31
2003;J1321-5922;J1321-5922;1.279058;2.37E-15;*;*;25;*;8.55E+06;1.76E+12;4.47E+31
1636;B0953-52;J0955-5304;0.862122;3.53E-15;*;*;0.401;*;3.87E+06;1.76E+12;2.17E+32
172;J1413-6205;J1413-6205;0.109741;2.77E-14;*;*;2.15;GRS:2FGL_J1413.4-6204[naa+12],GRS:1AGL_J;6.28E+04;1.76E+12;8.27E+35
1811;J1716-4111;J1716-4111;1.036067;2.88E-15;*;*;4.387;*;5.70E+06;1.75E+12;1.02E+32
740;B1133-55;J1136-5525;0.364713;8.23E-15;*;*;1.522;*;7.02E+05;1.75E+12;6.69E+33
535;J1043-6116;J1043-6116;0.288605;1.04E-14;*;*;3.055;*;4.39E+05;1.75E+12;1.71E+34
415;J1839-0321;J1839-0321;0.238782;1.25E-14;*;*;7.885;*;3.02E+05;1.75E+12;3.63E+34
1954;J1902+0248;J1902+0248;1.223777;2.41E-15;*;*;5.99;*;8.06E+06;1.74E+12;5.18E+31
1763;B1648-17;J1651-1709;0.973394;3.04E-15;*;*;0.836;*;5.08E+06;1.74E+12;1.30E+32
1280;J1653-4249;J1653-4249;0.612558;4.81E-15;*;*;4.475;*;2.02E+06;1.74E+12;8.27E+32
985;J1437-6146;J1437-6146;0.467616;6.33E-15;*;*;4.253;*;1.17E+06;1.74E+12;2.44E+33
151;J1055-6028;J1055-6028;0.099661;2.95E-14;*;*;3.83;GRS:[hsg+14];5.35E+04;1.74E+12;1.18E+36
2206;J1901-0906;J1901-0906;1.781928;1.64E-15;*;*;1.923;*;1.72E+07;1.73E+12;1.14E+31
1663;J1726-4006;J1726-4006;0.882778;3.33E-15;*;*;9.401;*;4.20E+06;1.73E+12;1.91E+32
1491;J1233-6344;J1233-6344;0.756892;3.88E-15;*;*;10.379;*;3.09E+06;1.73E+12;3.53E+32
1451;B1900+01;J1903+0135;0.729307;4.03E-15;*;*;3.3;*;2.87E+06;1.73E+12;4.10E+32
1419;J1708-3426;J1708-3426;0.692116;4.21E-15;*;*;4.724;*;2.61E+06;1.73E+12;5.01E+32
1083;J1946+2535;J1946+2535;0.515167;5.64E-15;*;*;8.305;*;1.45E+06;1.73E+12;1.63E+33
803;B1409-62;J1413-6307;0.394946;7.43E-15;*;*;3.037;*;8.42E+05;1.73E+12;4.76E+33
485;B0136+57;J0139+5814;0.272451;1.07E-14;*;*;2.6;*;4.03E+05;1.73E+12;2.09E+34
1948;B1926+18;J1929+1844;1.22047;2.36E-15;*;*;3.324;*;8.19E+06;1.72E+12;5.12E+31
1310;J1738-2736;J1738-2736;0.627716;4.62E-15;*;*;11.991;*;2.15E+06;1.72E+12;7.38E+32
1147;B1322-66;J1326-6700;0.543015;5.33E-15;*;*;6.734;*;1.62E+06;1.72E+12;1.31E+33
136;J0940-5428;J0940-5428;0.087545;3.29E-14;*;*;0.377;*;4.22E+04;1.72E+12;1.93E+36
255;J1913+0904;J1913+0904;0.163246;1.76E-14;*;*;2.997;GRS:[hsg+14];1.47E+05;1.72E+12;1.60E+35
2309;J1732-3729;J1732-3729;2.184001;1.30E-15;*;*;10.938;*;2.66E+07;1.71E+12;4.93E+30
2045;J2036+2835;J2036+2835;1.358727;2.09E-15;*;*;6.741;*;1.03E+07;1.71E+12;3.29E+31
1945;B0045+33;J0048+3412;1.217094;2.35E-15;*;*;4.5;*;8.19E+06;1.71E+12;5.16E+31
1933;B1612+07;J1614+0737;1.206801;2.36E-15;*;*;1.626;*;8.10E+06;1.71E+12;5.30E+31
1548;B1810+02;J1812+0226;0.793903;3.60E-15;*;*;7.197;*;3.49E+06;1.71E+12;2.84E+32
107;J1811-1925;J1811-1925;0.064667;4.40E-14;*;*;5;SNR:G11.2-0.3;2.33E+04;1.71E+12;6.42E+36
2108;J1834-1855;J1834-1855;1.465656;1.93E-15;*;*;8.114;*;1.20E+07;1.70E+12;2.42E+31
2031;B1745-56;J1749-5605;1.33231;2.12E-15;*;*;2.493;*;9.96E+06;1.70E+12;3.54E+31
993;B1303-66;J1306-6617;0.473028;5.98E-15;*;*;15.872;*;1.25E+06;1.70E+12;2.23E+33
1516;J1637-4335;J1637-4335;0.771367;3.62E-15;*;*;25;*;3.38E+06;1.69E+12;3.11E+32
1496;B1927+13;J1930+1316;0.760032;3.66E-15;*;*;6.339;*;3.29E+06;1.69E+12;3.29E+32
1296;B2035+36;J2037+3621;0.618715;4.50E-15;*;*;4.851;*;2.18E+06;1.69E+12;7.50E+32
1168;J1858-0736;J1858-0736;0.551059;5.06E-15;*;*;10.144;*;1.73E+06;1.69E+12;1.19E+33
1433;J0543-6851;J0543-6851;0.708954;3.94E-15;*;*;49.7;EXGAL:LMC;2.85E+06;1.69E+12;4.37E+32
264;B0740-28;J0742-2822;0.166762;1.68E-14;*;*;2;GRS:2FGL_J0742.4-2821[naa+12];1.57E+05;1.69E+12;1.43E+35
2143;J1657+3304;J1657+3304;1.570276;1.73E-15;*;*;2.366;*;1.43E+07;1.67E+12;1.77E+31
906;B1630-44;J1633-4453;0.436507;6.20E-15;*;*;14.937;*;1.12E+06;1.67E+12;2.94E+33
2260;J1513-6013;J1513-6013;1.958737;1.37E-15;*;*;7.928;*;2.26E+07;1.66E+12;7.20E+30
1431;B1806-21;J1809-2109;0.702414;3.82E-15;*;*;4.119;*;2.91E+06;1.66E+12;4.35E+32
631;J1910+0728;J1910+0728;0.325415;8.31E-15;*;*;6.233;*;6.21E+05;1.66E+12;9.52E+33
2349;J0349+2340;J0349+2340;2.420771;1.10E-15;*;*;3.746;*;3.49E+07;1.65E+12;3.06E+30
1862;J1840-0815;J1840-0815;1.096441;2.43E-15;*;*;4.195;*;7.16E+06;1.65E+12;7.27E+31
1844;B1923+04;J1926+0431;1.07408;2.46E-15;*;*;4.995;*;6.91E+06;1.65E+12;7.84E+31
1623;J1819-0925;J1819-0925;0.852047;3.13E-15;*;*;13.84;*;4.31E+06;1.65E+12;2.00E+32
1482;B0835-41;J0837-4135;0.751625;3.54E-15;*;*;1.5;*;3.37E+06;1.65E+12;3.29E+32
1220;J1759-2922;J1759-2922;0.5744;4.63E-15;*;*;2.417;*;1.97E+06;1.65E+12;9.64E+32
986;J1852+0008;J1852+0008;0.467894;5.68E-15;*;*;4.319;*;1.31E+06;1.65E+12;2.19E+33
233;J1822-0902;J1822-0902;0.148895;1.78E-14;*;*;15.673;*;1.33E+05;1.65E+12;2.13E+35
759;J1957+5033;J1957+5033;0.374806;7.08E-15;*;*;1.365;GRS:2FGL_J1957.9+5033[naa+12];8.39E+05;1.65E+12;5.31E+33
2120;J1824-2328;J1824-2328;1.505875;1.74E-15;*;*;7.867;*;1.37E+07;1.64E+12;2.01E+31
1395;J1843-0510;J1843-0510;0.671614;3.89E-15;*;*;4.068;*;2.73E+06;1.64E+12;5.07E+32
1368;J1255-6131;J1255-6131;0.657974;4.00E-15;*;*;4.824;*;2.61E+06;1.64E+12;5.54E+32
1107;J1604-4718;J1604-4718;0.527466;4.96E-15;*;*;1.214;*;1.68E+06;1.64E+12;1.33E+33
400;J1755-2534;J1755-2534;0.233541;1.12E-14;*;*;4.399;*;3.30E+05;1.64E+12;3.47E+34
2274;J1933+5335;J1933+5335;2.052574;1.26E-15;*;*;2.515;*;2.58E+07;1.63E+12;5.75E+30
1964;B0818-13;J0820-1350;1.23813;2.11E-15;*;*;1.9;*;9.32E+06;1.63E+12;4.38E+31
503;B1317-53;J1320-5359;0.279738;9.25E-15;*;*;2.204;*;4.79E+05;1.63E+12;1.67E+34
410;J0633+1746;J0633+1746;0.237099;1.10E-14;*;*;0.19;GRS:2CG195+04(Geminga),GRS:2FGL_J0633.9+;3.42E+05;1.63E+12;3.25E+34
161;J1459-6053;J1459-6053;0.103151;2.53E-14;*;*;1.84;GRS:2FGL_J1459.4-6054[naa+12];6.47E+04;1.63E+12;9.09E+35
1976;J0139+3336;J0139+3336;1.247961;2.06E-15;*;*;1.472;*;9.58E+06;1.62E+12;4.19E+31
1606;J1835-0349;J1835-0349;0.841865;3.06E-15;*;*;5.51;*;4.36E+06;1.62E+12;2.02E+32
1404;J0630-0046;J0630-0046;0.680575;3.75E-15;*;*;2.103;*;2.88E+06;1.62E+12;4.69E+32
742;J1808-3249;J1808-3249;0.364912;7.05E-15;*;*;6.276;*;8.20E+05;1.62E+12;5.73E+33
408;B1719-37;J1722-3712;0.23618;1.09E-14;*;*;2.477;*;3.44E+05;1.62E+12;3.26E+34
2234;B1819-22;J1822-2256;1.874269;1.35E-15;*;*;3.26;*;2.19E+07;1.61E+12;8.12E+30
2053;J1854+0317;J1854+0317;1.36645;1.85E-15;*;*;7.112;*;1.17E+07;1.61E+12;2.86E+31
2014;J1611-4811;J1611-4811;1.29685;1.95E-15;*;*;4.909;*;1.05E+07;1.61E+12;3.53E+31
1444;J1648-3256;J1648-3256;0.719455;3.53E-15;*;*;6.729;*;3.23E+06;1.61E+12;3.74E+32
765;J1152-6012;J1152-6012;0.37657;6.69E-15;*;*;1.367;*;8.93E+05;1.61E+12;4.94E+33
626;B1736-29;J1739-2903;0.322886;7.87E-15;*;*;2.911;*;6.50E+05;1.61E+12;9.24E+33
2302;J0421-0345;J0421-0345;2.161308;1.16E-15;*;*;2.196;*;2.94E+07;1.60E+12;4.55E+30
2048;J1741+2758;J1741+2758;1.360738;1.84E-15;*;*;2.523;*;1.17E+07;1.60E+12;2.88E+31
1986;J1725-2852;J1725-2852;1.257788;1.99E-15;*;*;4.251;*;1.00E+07;1.60E+12;3.95E+31
2171;B1839+56;J1840+5640;1.652862;1.49E-15;*;*;1.449;*;1.75E+07;1.59E+12;1.31E+31
1932;J2302+6028;J2302+6028;1.206404;2.04E-15;*;*;3.166;*;9.37E+06;1.59E+12;4.59E+31
1089;J1851-0029;J1851-0029;0.518721;4.74E-15;*;*;5.453;*;1.73E+06;1.59E+12;1.34E+33
764;J0212+5222;J0212+5222;0.376386;6.60E-15;*;*;1.558;*;9.04E+05;1.59E+12;4.89E+33
448;B1841-05;J1844-0538;0.255704;9.71E-15;*;*;5.404;*;4.17E+05;1.59E+12;2.29E+34
2356;J1324-6302;J1324-6302;2.483804;9.79E-16;*;*;11.685;*;4.02E+07;1.58E+12;2.52E+30
1622;J1953+1149;J1953+1149;0.85189;2.86E-15;*;*;10.52;*;4.71E+06;1.58E+12;1.83E+32
1546;B1323-63;J1326-6408;0.792674;3.09E-15;*;*;11.992;*;4.06E+06;1.58E+12;2.45E+32
1267;J1548-4927;J1548-4927;0.602738;4.05E-15;*;*;3.518;*;2.36E+06;1.58E+12;7.30E+32
813;B1734-35;J1737-3555;0.397585;6.12E-15;*;*;2.489;*;1.03E+06;1.58E+12;3.85E+33
700;J1857+0526;J1857+0526;0.349951;6.93E-15;*;*;12.257;*;8.00E+05;1.58E+12;6.38E+33
2336;J0021-0909;J0021-0909;2.314131;1.04E-15;*;*;25;*;3.53E+07;1.57E+12;3.31E+30
2199;J1651-7642;J1651-7642;1.755311;1.36E-15;*;*;9.228;*;2.04E+07;1.57E+12;9.95E+30
1486;J1840-1207;J1840-1207;0.75447;3.20E-15;*;*;11.812;*;3.74E+06;1.57E+12;2.94E+32
1264;J1542-5034;J1542-5034;0.599248;4.02E-15;*;*;2.732;*;2.36E+06;1.57E+12;7.38E+32
2179;J1504-5659;J1504-5659;1.672372;1.43E-15;*;*;11.274;*;1.86E+07;1.56E+12;1.21E+31
2049;J1822+0705;J1822+0705;1.362817;1.75E-15;*;*;2.873;*;1.24E+07;1.56E+12;2.73E+31
2032;J1953+2732;J1953+2732;1.333965;1.77E-15;*;*;7.595;*;1.19E+07;1.56E+12;2.95E+31
2004;B1851-79;J1900-7951;1.279193;1.86E-15;*;*;2.375;*;1.09E+07;1.56E+12;3.51E+31
1962;J1248-6444;J1248-6444;1.234893;1.93E-15;*;*;5.969;*;1.01E+07;1.56E+12;4.05E+31
1924;J1655-3844;J1655-3844;1.193439;2.00E-15;*;*;19.04;*;9.45E+06;1.56E+12;4.65E+31
1741;J1851-0114;J1851-0114;0.953182;2.48E-15;*;*;5.214;*;6.08E+06;1.56E+12;1.13E+32
1712;B1811+40;J1813+4013;0.931089;2.55E-15;*;*;4.917;*;5.79E+06;1.56E+12;1.25E+32
1467;J1909+0641;J1909+0641;0.741762;3.22E-15;*;*;1.325;*;3.65E+06;1.56E+12;3.12E+32
1050;J1857+0809;J1857+0809;0.502924;4.74E-15;*;*;13.138;*;1.68E+06;1.56E+12;1.47E+33
723;J1625-4913;J1625-4913;0.355856;6.65E-15;*;*;5.296;*;8.48E+05;1.56E+12;5.82E+33
1525;B1600-27;J1603-2712;0.778313;3.01E-15;*;*;2.306;*;4.10E+06;1.55E+12;2.52E+32
1414;J1938+2010;J1938+2010;0.687082;3.40E-15;*;*;8.812;*;3.20E+06;1.55E+12;4.14E+32
1625;J2241+6941;J2241+6941;0.855401;2.69E-15;*;*;2.549;*;5.03E+06;1.54E+12;1.70E+32
1577;B1110-69;J1112-6926;0.820488;2.82E-15;*;*;2.076;*;4.61E+06;1.54E+12;2.02E+32
1216;B1302-64;J1305-6455;0.571652;4.03E-15;*;*;11.9;*;2.25E+06;1.54E+12;8.52E+32
966;J1622-4347;J1622-4347;0.457681;5.05E-15;*;*;5.039;*;1.44E+06;1.54E+12;2.08E+33
708;J1954+3852;J1954+3852;0.352933;6.60E-15;*;*;4.666;*;8.47E+05;1.54E+12;5.93E+33
334;J0535-6935;J0535-6935;0.200511;1.15E-14;*;*;49.7;EXGAL:LMC;2.76E+05;1.54E+12;5.63E+34
2211;J1152-5800;J1152-5800;1.789829;1.28E-15;*;*;2.156;*;2.21E+07;1.53E+12;8.82E+30
2138;B2043-04;J2046-0421;1.546938;1.47E-15;*;*;6.25;*;1.67E+07;1.53E+12;1.57E+31
2035;J1749-2629;J1749-2629;1.335388;1.72E-15;*;*;4.196;*;1.23E+07;1.53E+12;2.84E+31
1680;J1821-0331;J1821-0331;0.902316;2.53E-15;*;*;7.556;*;5.65E+06;1.53E+12;1.36E+32
850;J1504-5621;J1504-5621;0.412985;5.53E-15;*;*;3.488;*;1.18E+06;1.53E+12;3.10E+33
1744;J1840-0809;J1840-0809;0.955673;2.35E-15;*;*;5.742;*;6.44E+06;1.52E+12;1.06E+32
1455;J1759-1903;J1759-1903;0.731505;3.07E-15;*;*;21.806;*;3.78E+06;1.52E+12;3.09E+32
2360;B1010-23;J1012-2337;2.517945;8.81E-16;*;*;0.983;*;4.53E+07;1.51E+12;2.18E+30
1923;B1701-75;J1708-7539;1.191024;1.88E-15;*;*;1.322;*;1.00E+07;1.51E+12;4.39E+31
1338;J1752-2821;J1752-2821;0.640229;3.47E-15;*;*;5.436;*;2.93E+06;1.51E+12;5.22E+32
1278;J1627-4845;J1627-4845;0.612331;3.64E-15;*;*;4.88;*;2.66E+06;1.51E+12;6.26E+32
1090;J1519-5734;J1519-5734;0.518758;4.27E-15;*;*;6.851;*;1.92E+06;1.51E+12;1.21E+33
381;J1846+0919;J1846+0919;0.225551;9.93E-15;*;*;1.53;GRS:2FGL_J1846.4+0920[naa+12];3.60E+05;1.51E+12;3.41E+34
885;J1852-0127;J1852-0127;0.428979;5.15E-15;*;*;5.713;*;1.32E+06;1.50E+12;2.57E+33
1988;J1821+4147;J1821+4147;1.261857;1.73E-15;*;*;4.444;*;1.16E+07;1.49E+12;3.40E+31
1534;B1426-66;J1430-6623;0.785443;2.78E-15;*;*;1.33;*;4.48E+06;1.49E+12;2.26E+32
1214;J1919+1314;J1919+1314;0.5714;3.79E-15;*;*;13.026;*;2.39E+06;1.49E+12;8.02E+32
758;J1900+0227;J1900+0227;0.374262;5.71E-15;*;*;4.515;*;1.04E+06;1.48E+12;4.30E+33
730;B1933+16;J1935+1616;0.358738;6.00E-15;*;*;3.7;*;9.47E+05;1.48E+12;5.13E+33
218;J2240+5832;J2240+5832;0.139935;1.54E-14;*;*;7.275;*;1.44E+05;1.48E+12;2.21E+35
2368;J1811-1049;J1811-1049;2.623859;8.00E-16;*;*;8.667;*;5.20E+07;1.47E+12;1.75E+30
2097;J2009+3326;J2009+3326;1.438369;1.47E-15;*;*;7.303;*;1.55E+07;1.47E+12;1.95E+31
2051;J0325+6744;J0325+6744;1.364679;1.55E-15;*;*;1.929;*;1.39E+07;1.47E+12;2.41E+31
1798;J1225-5556;J1225-5556;1.018453;2.06E-15;*;*;1.929;*;7.82E+06;1.47E+12;7.71E+31
1653;J1749-2347;J1749-2347;0.874486;2.42E-15;*;*;12.646;*;5.72E+06;1.47E+12;1.43E+32
1251;J1201-6306;J1201-6306;0.592136;3.56E-15;*;*;9.538;*;2.64E+06;1.47E+12;6.76E+32
1186;J1759-2307;J1759-2307;0.558889;3.76E-15;*;*;5.345;*;2.35E+06;1.47E+12;8.51E+32
746;B2255+58;J2257+5909;0.368246;5.75E-15;*;*;3;*;1.01E+06;1.47E+12;4.55E+33
360;J1702-4306;J1702-4306;0.215508;9.78E-15;*;*;5.047;*;3.49E+05;1.47E+12;3.86E+34
129;J1809-1917;J1809-1917;0.082755;2.55E-14;*;*;3.268;XRS:PWN[kp07];5.14E+04;1.47E+12;1.78E+36
1921;J1136-6527;J1136-6527;1.189309;1.75E-15;*;*;1.955;*;1.08E+07;1.46E+12;4.11E+31
1153;J1818-1116;J1818-1116;0.5448;3.82E-15;*;*;13.007;*;2.26E+06;1.46E+12;9.34E+32
1070;J1636-2614;J1636-2614;0.510454;4.06E-15;*;*;8.189;*;1.99E+06;1.46E+12;1.20E+33
814;J1906+0509;J1906+0509;0.39759;5.22E-15;*;*;3.091;*;1.21E+06;1.46E+12;3.28E+33
167;J1803-2149;J1803-2149;0.106332;1.95E-14;*;*;*;GRS:2FGL_J1803.3-2148[naa+12];8.63E+04;1.46E+12;6.41E+35
1556;J1901-0315;J1901-0315;0.801693;2.57E-15;*;*;8.445;*;4.94E+06;1.45E+12;1.97E+32
1536;J1610-5303;J1610-5303;0.786468;2.62E-15;*;*;5.353;*;4.77E+06;1.45E+12;2.12E+32
1518;J1857+0300;J1857+0300;0.772678;2.65E-15;*;*;6.664;*;4.62E+06;1.45E+12;2.27E+32
310;J1743-3153;J1743-3153;0.193105;1.06E-14;*;*;8.819;*;2.90E+05;1.45E+12;5.79E+34
110;J1112-6103;J1112-6103;0.064962;3.15E-14;*;*;4.5;XRS:[pb15];3.27E+04;1.45E+12;4.53E+36
1191;J1733-4005;J1733-4005;0.561778;3.62E-15;*;*;19.225;*;2.46E+06;1.44E+12;8.07E+32
391;B2011+38;J2013+3845;0.230194;8.85E-15;*;*;7.123;*;4.12E+05;1.44E+12;2.86E+34
1767;J1555-0515;J1555-0515;0.97541;2.05E-15;*;*;1.548;*;7.52E+06;1.43E+12;8.74E+31
1298;J0613+3731;J0613+3731;0.619198;3.24E-15;*;*;0.186;*;3.02E+06;1.43E+12;5.40E+32
1082;J1740-3327;J1740-3327;0.515001;3.90E-15;*;*;4.191;*;2.09E+06;1.43E+12;1.13E+33
791;J1900+0634;J1900+0634;0.389869;5.13E-15;*;*;8.595;*;1.21E+06;1.43E+12;3.41E+33
2057;B1530-53;J1534-5334;1.368882;1.43E-15;*;*;0.81;*;1.52E+07;1.42E+12;2.20E+31
1344;B1902-01;J1905-0056;0.643183;3.06E-15;*;*;7.644;*;3.33E+06;1.42E+12;4.54E+32
419;J1907+0345;J1907+0345;0.240153;8.22E-15;*;*;9.481;*;4.63E+05;1.42E+12;2.34E+34
145;J1954+2836;J1954+2836;0.092709;2.12E-14;*;*;1.96;GRS:2FGL_J1954.3+2836[naa+12];6.94E+04;1.42E+12;1.05E+36
2125;J1833-0556;J1833-0556;1.521545;1.28E-15;*;*;9.39;*;1.88E+07;1.41E+12;1.43E+31
1325;J1907-1532;J1907-1532;0.632235;3.08E-15;*;*;3.475;*;3.25E+06;1.41E+12;4.82E+32
1237;J1839-0459;J1839-0459;0.585319;3.31E-15;*;*;3.979;*;2.80E+06;1.41E+12;6.51E+32
736;J1824-1159;J1824-1159;0.362492;5.38E-15;*;*;4.458;*;1.07E+06;1.41E+12;4.46E+33
556;J1649-4729;J1649-4729;0.297692;6.55E-15;*;*;14.32;*;7.20E+05;1.41E+12;9.80E+33
2397;B0320+39;J0323+3944;3.032072;6.36E-16;*;*;0.952;*;7.56E+07;1.40E+12;9.00E+29
2039;B1924+19;J1926+1928;1.346012;1.43E-15;*;*;10.569;*;1.49E+07;1.40E+12;2.31E+31
1227;J1126-6942;J1126-6942;0.579419;3.29E-15;*;*;1.185;*;2.79E+06;1.40E+12;6.68E+32
769;B1336-64;J1340-6456;0.378622;5.05E-15;*;*;1.402;*;1.19E+06;1.40E+12;3.67E+33
243;J0734-1559;J0734-1559;0.15625;1.22E-14;*;*;*;GRS:3FGL_J0734.7-1558[aaa+15];2.03E+05;1.40E+12;1.26E+35
201;J1650-4601;J1650-4601;0.127123;1.51E-14;*;*;*;GRS:3FGL_J1650.3-4600[aaa+15];1.33E+05;1.40E+12;2.91E+35
2024;J1848-1150;J1848-1150;1.312218;1.43E-15;*;*;5.647;*;1.45E+07;1.39E+12;2.51E+31
1670;B1647-528;J1651-5255;0.890537;2.12E-15;*;*;5.809;*;6.67E+06;1.39E+12;1.18E+32
1454;J1622-3751;J1622-3751;0.731463;2.57E-15;*;*;11.596;*;4.51E+06;1.39E+12;2.59E+32
459;J1115-6052;J1115-6052;0.259779;7.23E-15;*;*;2.185;*;5.69E+05;1.39E+12;1.63E+34
1666;J1517-4636;J1517-4636;0.886612;2.10E-15;*;*;7.675;*;6.70E+06;1.38E+12;1.19E+32
1528;J1843-0408;J1843-0408;0.781934;2.39E-15;*;*;3.983;*;5.18E+06;1.38E+12;1.97E+32
941;J1624-4721;J1624-4721;0.448723;4.15E-15;*;*;5.634;*;1.71E+06;1.38E+12;1.81E+33
935;J2047+5029;J2047+5029;0.445945;4.18E-15;*;*;3.973;*;1.69E+06;1.38E+12;1.86E+33
2437;J1210-6550;J1210-6550;4.23701;4.31E-16;*;*;0.923;*;1.56E+08;1.37E+12;2.24E+29
2363;J1601-5244;J1601-5244;2.559357;7.21E-16;*;*;4.088;*;5.63E+07;1.37E+12;1.70E+30
2256;J1935+1159;J1935+1159;1.939758;9.48E-16;*;*;8.421;*;3.24E+07;1.37E+12;5.13E+30
2229;B0826-34;J0828-3417;1.848919;9.96E-16;*;*;0.354;*;2.94E+07;1.37E+12;6.22E+30
1573;J1737-3320;J1737-3320;0.816273;2.25E-15;*;*;13.384;*;5.75E+06;1.37E+12;1.63E+32
1015;J1612-5136;J1612-5136;0.483311;3.78E-15;*;*;6.69;*;2.02E+06;1.37E+12;1.32E+33
829;J1842-0309;J1842-0309;0.40492;4.52E-15;*;*;8.637;*;1.42E+06;1.37E+12;2.69E+33
346;J1845-0316;J1845-0316;0.207636;8.86E-15;*;*;5.063;*;3.71E+05;1.37E+12;3.91E+34
267;J1548-5607;J1548-5607;0.170938;1.07E-14;*;*;5.702;*;2.52E+05;1.37E+12;8.48E+34
2067;B0301+19;J0304+1932;1.387584;1.30E-15;*;*;0.739;*;1.70E+07;1.36E+12;1.91E+31
